NAME,EXPANDED NAME,COUNTYNAME,Agency,EXPANDED NAME,County
ILLINOIS STATE UNIVERSITY POLICE,ILLINOIS STATE UNIVERSITY POLICE,MCLEAN,ILLINOIS STATE UNIVERSITY PD,ILLINOIS STATE UNIVERSITY POLICE DEPARTMENT,MCLEAN
ILLIOPOLIS PD,ILLIOPOLIS POLICE DEPARTMENT,SANGAMON,,,
INA POLICE DEPARTMENT,INA POLICE DEPARTMENT,JEFFERSON,INA PD,INA POLICE DEPARTMENT,JEFFERSON
INDIAN HEAD PARK POLICE DEPT,INDIAN HEAD PARK POLICE DEPARTMENT,COOK,INDIAN HEAD PARK PD,INDIAN HEAD PARK POLICE DEPARTMENT,COOK
INDIANA HARBOR BELT RLRD,INDIANA HARBOR BELT RLRD,COOK,INDIANA HARBOR BELT RAILROAD PD,INDIANA HARBOR BELT RAILROAD POLICE DEPARTMENT,COOK
INDIANA HARBOR BELT RR,INDIANA HARBOR BELT RR,COOK,BELT RAILWAY PD,BELT RAILWAY POLICE DEPARTMENT,COOK
INDIANOLA POLICE DEPT,INDIANOLA POLICE DEPARTMENT,VERMILION,INDIANOLA PD,INDIANOLA POLICE DEPARTMENT,VERMILION
INDUSTY PD,INDUSTY POLICE DEPARTMENT,MCDONOUGH,,,
INVERNESS POLICE DEPT,INVERNESS POLICE DEPARTMENT,COOK,INVERNESS PD,INVERNESS POLICE DEPARTMENT,COOK
IPAVA PD,IPAVA POLICE DEPARTMENT,FULTON,,,
IROQUOIS COUNTY SHERIFF'S OFFICE,IROQUOIS COUNTY SHERIFF'S OFFICE,IROQUOIS,IROQUOIS CO SO,IROQUOIS COUNTY SHERIFFS OFFICE,IROQUOIS
IROQUOIS PD,IROQUOIS POLICE DEPARTMENT,IROQUOIS,,,
IRVING POLICE DEPT,IRVING POLICE DEPARTMENT,MONTGOMERY,IRVING PD,IRVING POLICE DEPARTMENT,MONTGOMERY
IRVINGTON POLICE DEPT,IRVINGTON POLICE DEPARTMENT,WASHINGTON,IRVINGTON PD,IRVINGTON POLICE DEPARTMENT,WASHINGTON
ISLAND LAKE POLICE DEPT,ISLAND LAKE POLICE DEPARTMENT,LAKE,ISLAND LAKE PD (MCA),ISLAND LAKE POLICE DEPARTMENT,LAKE
ISLAND LAKE POLICE DEPT,ISLAND LAKE POLICE DEPARTMENT,LAKE,ISLAND LAKE PD (MCA),ISLAND LAKE POLICE DEPARTMENT,MCHENRY
ITASCA POLICE DEPT,ITASCA POLICE DEPARTMENT,DU PAGE,ITASCA PD,ITASCA POLICE DEPARTMENT,DUPAGE
IUKA POLICE DEPT,IUKA POLICE DEPARTMENT,MARION,,,
JACKSON COUNTY SHERIFF'S OFFICE,JACKSON COUNTY SHERIFF'S OFFICE,JACKSON,JACKSON CO SO,JACKSON COUNTY SHERIFFS OFFICE,JACKSON
JACKSONVILLE POLICE DEPT,JACKSONVILLE POLICE DEPARTMENT,MORGAN,JACKSONVILLE PD,JACKSONVILLE POLICE DEPARTMENT,MORGAN
JASPER COUNTY SHERIFF'S OFFICE,JASPER COUNTY SHERIFF'S OFFICE,JASPER,JASPER CO SO,JASPER COUNTY SHERIFFS OFFICE,JASPER
JEFFERSON COUNTY SHERIFF'S OFFICE,JEFFERSON COUNTY SHERIFF'S OFFICE,JEFFERSON,JEFFERSON CO SO,JEFFERSON COUNTY SHERIFFS OFFICE,JEFFERSON
JEROME POLICE DEPT,JEROME POLICE DEPARTMENT,SANGAMON,JEROME PD,JEROME POLICE DEPARTMENT,SANGAMON
JERSEY COUNTY SHERIFF'S OFFICE,JERSEY COUNTY SHERIFF'S OFFICE,JERSEY,JERSEY CO SO,JERSEY COUNTY SHERIFFS OFFICE,JERSEY
JERSEYVILLE POLICE DEPT,JERSEYVILLE POLICE DEPARTMENT,JERSEY,JERSEYVILLE PD,JERSEYVILLE POLICE DEPARTMENT,JERSEY
JO DAVIESS COUNTY SHERIFF'S OFFICE,JO DAVIESS COUNTY SHERIFF'S OFFICE,JO DAVIESS,JODAVIESS CO SO,JODAVIESS COUNTY SHERIFFS OFFICE,JO DAVIESS
JOHN A. LOGAN COLLEGE POLICE DEPT,JOHN A. LOGAN COLLEGE POLICE DEPARTMENT,WILLIAMSON,JOHN A. LOGAN COLLEGE PD,JOHN A. LOGAN COLLEGE POLICE DEPARTMENT,WILLIAMSON
JOHN H. STROGER HOSPITAL POLICE,JOHN H. STROGER HOSPITAL POLICE,COOK,,,
JOHN WOOD COMMUNITY COLLEGE POLICE DEPT,JOHN WOOD COMMUNITY COLLEGE POLICE DEPARTMENT,ADAMS,JOHN WOOD COMMUNITY COLLEGE PD,JOHN WOOD COMMUNITY COLLEGE POLICE DEPARTMENT,ADAMS
JOHNSBURG POLICE DEPT,JOHNSBURG POLICE DEPARTMENT,MCHENRY,JOHNSBURG PD,JOHNSBURG POLICE DEPARTMENT,MCHENRY
JOHNSON COUNTY SHERIFF'S OFFICE,JOHNSON COUNTY SHERIFF'S OFFICE,JOHNSON,JOHNSON CO SO,JOHNSON COUNTY SHERIFFS OFFICE,JOHNSON
JOHNSTON CITY POLICE DEPT,JOHNSTON CITY POLICE DEPARTMENT,WILLIAMSON,,,
JOLIET JUNIOR COLLEGE POLICE DEPT,JOLIET JUNIOR COLLEGE POLICE DEPARTMENT,WILL,JOLIET JUNIOR COLLEGE PD,JOLIET JUNIOR COLLEGE POLICE DEPARTMENT,WILL
JOLIET PARK DISTRICT PD JOLIET,JOLIET PARK DISTRICT POLICE DEPARTMENT JOLIET,WILL,,,
JOLIET POLICE DEPT,JOLIET POLICE DEPARTMENT,WILL,JOLIET PD (MCA),JOLIET POLICE DEPARTMENT,KENDALL
JOLIET POLICE DEPT,JOLIET POLICE DEPARTMENT,WILL,JOLIET PD (MCA),JOLIET POLICE DEPARTMENT,WILL
JONESBORO POLICE DEPT,JONESBORO POLICE DEPARTMENT,UNION,JONESBORO PD,JONESBORO POLICE DEPARTMENT,UNION
JOPPA POLICE DEPARTMENT,JOPPA POLICE DEPARTMENT,MASSAC,,,
JOY POLICE DEPT,JOY POLICE DEPARTMENT,MERCER,,,
JUNCTION CITY POLICE DEPT,JUNCTION CITY POLICE DEPARTMENT,MARION,,,
JUSTICE POLICE DEPT,JUSTICE POLICE DEPARTMENT,COOK,JUSTICE PD,JUSTICE POLICE DEPARTMENT,COOK
KAMPSVILLE PD,KAMPSVILLE POLICE DEPARTMENT,CALHOUN,,,
KANE COUNTY ANIMAL CONTROL,KANE COUNTY ANIMAL CONTROL,KANE,,,
KANE COUNTY FOREST PRESERVE POLICE DEPT,KANE COUNTY FOREST PRESERVE POLICE DEPARTMENT,KANE,KANE COUNTY FOREST PRESERVE PD,KANE COUNTY FOREST PRESERVE POLICE DEPARTMENT,KANE
KANE COUNTY SHERIFF'S OFFICE,KANE COUNTY SHERIFF'S OFFICE,KANE,KANE CO SO,KANE COUNTY SHERIFFS OFFICE,KANE
KANE PD KANE,KANE POLICE DEPARTMENT KANE,GREENE,,,
KANKAKEE COUNTY SHERIFF'S OFFICE,KANKAKEE COUNTY SHERIFF'S OFFICE,KANKAKEE,KANKAKEE CO SO,KANKAKEE COUNTY SHERIFFS OFFICE,KANKAKEE
KANKAKEE MEG BOURBONNAIS,KANKAKEE METROPOLITAN ENFORCEMENT GROUP BOURBONNAIS,KANKAKEE,,,
KANKAKEE POLICE DEPT,KANKAKEE POLICE DEPARTMENT,KANKAKEE,KANKAKEE PD,KANKAKEE POLICE DEPARTMENT,KANKAKEE
KANSAS POLICE DEPT,KANSAS POLICE DEPARTMENT,EDGAR,,,
KAPPA POLICE DEPARTMENT,KAPPA POLICE DEPARTMENT,WOODFORD,,,
KARNAK POLICE DEPT,KARNAK POLICE DEPARTMENT,PULASKI,,,
KEITHSBURG POLICE DEPT,KEITHSBURG POLICE DEPARTMENT,MERCER,,,
KENDALL COUNTY SHERIFF'S OFFICE,KENDALL COUNTY SHERIFF'S OFFICE,KENDALL,KENDALL CO SO,KENDALL COUNTY SHERIFFS OFFICE,KENDALL
KENILWORTH POLICE DEPT,KENILWORTH POLICE DEPARTMENT,COOK,KENILWORTH PD,KENILWORTH POLICE DEPARTMENT,COOK
KENNEDY-KING COLLEGE PD CHICAGO,KENNEDY-KING COLLEGE POLICE DEPARTMENT CHICAGO,COOK,,,
KENNEY POLICE DEPARTMENT,KENNEY POLICE DEPARTMENT,DE WITT,,,
KEWANEE POLICE DEPT,KEWANEE POLICE DEPARTMENT,HENRY,KEWANEE PD,KEWANEE POLICE DEPARTMENT,HENRY
KEYSPORT PD,KEYSPORT POLICE DEPARTMENT,CLINTON,,,
KILBOURNE POLICE DEPT,KILBOURNE POLICE DEPARTMENT,MASON,,,
KILDEER POLICE DEPT,KILDEER POLICE DEPARTMENT,LAKE,KILDEER PD,KILDEER POLICE DEPARTMENT,LAKE
KINCAID POLICE DEPT,KINCAID POLICE DEPARTMENT,CHRISTIAN,KINCAID PD,KINCAID POLICE DEPARTMENT,CHRISTIAN
KINGSTON MINES PD,KINGSTON MINES POLICE DEPARTMENT,PEORIA,,,
KINGSTON POLICE DEPT,KINGSTON POLICE DEPARTMENT,DE KALB,KINGSTON PD,KINGSTON POLICE DEPARTMENT,DEKALB
KINMUNDY POLICE DEPT,KINMUNDY POLICE DEPARTMENT,MARION,,,
KIRKLAND POLICE DEPT,KIRKLAND POLICE DEPARTMENT,DE KALB,KIRKLAND PD,KIRKLAND POLICE DEPARTMENT,DEKALB
KIRKWOOD PD,KIRKWOOD POLICE DEPARTMENT,WARREN,,,
KNOX COUNTY SHERIFF'S OFFICE,KNOX COUNTY SHERIFF'S OFFICE,KNOX,KNOX CO SO,KNOX COUNTY SHERIFFS OFFICE,KNOX
KNOXVILLE POLICE DEPT,KNOXVILLE POLICE DEPARTMENT,KNOX,,,
LA GRANGE PARK POLICE DEPT,LA GRANGE PARK POLICE DEPARTMENT,COOK,LAGRANGE PARK PD,LAGRANGE PARK POLICE DEPARTMENT,COOK
LA GRANGE POLICE DEPT,LA GRANGE POLICE DEPARTMENT,COOK,LAGRANGE PD,LAGRANGE POLICE DEPARTMENT,COOK
LA HARPE POLICE DEPT,LA HARPE POLICE DEPARTMENT,HANCOCK,LAHARPE PD,LAHARPE POLICE DEPARTMENT,HANCOCK
LA MOILLE POLICE DEPT,LA MOILLE POLICE DEPARTMENT,BUREAU,,,
LA SALLE COUNTY SHERIFF'S OFFICE,LA SALLE COUNTY SHERIFF'S OFFICE,LA SALLE,LASALLE CO SO,LASALLE COUNTY SHERIFFS OFFICE,LA SALLE
LACON POLICE DEPT,LACON POLICE DEPARTMENT,MARSHALL,LACON PD,LACON POLICE DEPARTMENT,MARSHALL
LADD POLICE DEPT,LADD POLICE DEPARTMENT,BUREAU,LADD PD,LADD POLICE DEPARTMENT,BUREAU
LAKE BLUFF POLICE DEPT,LAKE BLUFF POLICE DEPARTMENT,LAKE,LAKE BLUFF PD,LAKE BLUFF POLICE DEPARTMENT,LAKE
LAKE COUNTY FOREST PRESERVE POLICE DEPT,LAKE COUNTY FOREST PRESERVE POLICE DEPARTMENT,LAKE,LAKE COUNTY FOREST PRESERVE PD,LAKE COUNTY FOREST PRESERVE POLICE DEPARTMENT,LAKE
LAKE COUNTY SHERIFF'S OFFICE,LAKE COUNTY SHERIFF'S OFFICE,LAKE,LAKE CO SO,LAKE COUNTY SHERIFFS OFFICE,LAKE
LAKE FOREST POLICE DEPT,LAKE FOREST POLICE DEPARTMENT,LAKE,LAKE FOREST PD,LAKE FOREST POLICE DEPARTMENT,LAKE
LAKE IN THE HILLS POLICE DEPT,LAKE IN THE HILLS POLICE DEPARTMENT,MCHENRY,LAKE IN THE HILLS PD,LAKE IN THE HILLS POLICE DEPARTMENT,MCHENRY
LAKE LAND COLLEGE POLICE,LAKE LAND COLLEGE POLICE,COLES,LAKE LAND COLLEGE PD,LAKE LAND COLLEGE POLICE DEPARTMENT,COLES
LAKE SPRINGFIELD PD SPRINGFIELD,LAKE SPRINGFIELD POLICE DEPARTMENT SPRINGFIELD,SANGAMON,,,
LAKE VILLA POLICE DEPT,LAKE VILLA POLICE DEPARTMENT,LAKE,LAKE VILLA PD,LAKE VILLA POLICE DEPARTMENT,LAKE
LAKE ZURICH POLICE DEPT,LAKE ZURICH POLICE DEPARTMENT,LAKE,LAKE ZURICH PD,LAKE ZURICH POLICE DEPARTMENT,LAKE
LAKEMOOR POLICE DEPT,LAKEMOOR POLICE DEPARTMENT,MCHENRY,LAKEMOOR PD (MCA),LAKEMOOR POLICE DEPARTMENT,LAKE
LAKEMOOR POLICE DEPT,LAKEMOOR POLICE DEPARTMENT,MCHENRY,LAKEMOOR PD (MCA),LAKEMOOR POLICE DEPARTMENT,MCHENRY
LANARK POLICE DEPARTMENT,LANARK POLICE DEPARTMENT,CARROLL,,,
LANSING POLICE DEPT,LANSING POLICE DEPARTMENT,COOK,LANSING PD,LANSING POLICE DEPARTMENT,COOK
LASALLE POLICE DEPT,LASALLE POLICE DEPARTMENT,LA SALLE,LASALLE PD,LASALLE POLICE DEPARTMENT,LA SALLE
LAWRENCE COUNTY SHERIFF'S OFFICE,LAWRENCE COUNTY SHERIFF'S OFFICE,LAWRENCE,LAWRENCE CO SO,LAWRENCE COUNTY SHERIFFS OFFICE,LAWRENCE
LAWRENCEVILLE POLICE DEPT,LAWRENCEVILLE POLICE DEPARTMENT,LAWRENCE,LAWRENCEVILLE PD,LAWRENCEVILLE POLICE DEPARTMENT,LAWRENCE
LEAF RIVER PD,LEAF RIVER POLICE DEPARTMENT,OGLE,,,
LEBANON POLICE DEPT,LEBANON POLICE DEPARTMENT,ST CLAIR,LEBANON PD,LEBANON POLICE DEPARTMENT,ST. CLAIR
LEE COUNTY SHERIFF'S OFFICE,LEE COUNTY SHERIFF'S OFFICE,LEE,LEE CO SO,LEE COUNTY SHERIFFS OFFICE,LEE
LELAND GROVE POLICE DEPT,LELAND GROVE POLICE DEPARTMENT,SANGAMON,LELAND GROVE PD,LELAND GROVE POLICE DEPARTMENT,SANGAMON
LELAND POLICE DEPT,LELAND POLICE DEPARTMENT,LA SALLE,,,
LEMONT POLICE DEPT,LEMONT POLICE DEPARTMENT,COOK,LEMONT PD (MCA),LEMONT POLICE DEPARTMENT,COOK
LEMONT POLICE DEPT,LEMONT POLICE DEPARTMENT,COOK,LEMONT PD (MCA),LEMONT POLICE DEPARTMENT,DUPAGE
LEMONT POLICE DEPT,LEMONT POLICE DEPARTMENT,COOK,LEMONT PD (MCA),LEMONT POLICE DEPARTMENT,WILL
LENA POLICE DEPARTMENT,LENA POLICE DEPARTMENT,STEPHENSON,LENA PD,LENA POLICE DEPARTMENT,STEPHENSON
LENZBURG POLICE DEPT,LENZBURG POLICE DEPARTMENT,ST CLAIR,LENZBURG PD,LENZBURG POLICE DEPARTMENT,ST. CLAIR
LEROY POLICE DEPT,LEROY POLICE DEPARTMENT,MCLEAN,LEROY PD,LEROY POLICE DEPARTMENT,MCLEAN
LEWIS & CLARK COMMUNITY COLLEGE PD GODFREY,LEWIS & CLARK COMMUNITY COLLEGE POLICE DEPARTMENT GODFREY,MADISON,,,
LEWIS UNIVERSITY,LEWIS UNIVERSITY,WILL COUNTY,LEWIS UNIVERSITY PD,LEWIS UNIVERSITY POLICE DEPARTMENT,WILL
LEWISTOWN POLICE DEPT,LEWISTOWN POLICE DEPARTMENT,FULTON,,,
LEXINGTON POLICE DEPT,LEXINGTON POLICE DEPARTMENT,MCLEAN,,,
LIBERTY PD LIBERTY,LIBERTY POLICE DEPARTMENT LIBERTY,ADAMS,,,
LIBERTYVILLE POLICE DEPT,LIBERTYVILLE POLICE DEPARTMENT,LAKE,LIBERTYVILLE PD,LIBERTYVILLE POLICE DEPARTMENT,LAKE
LINCOLN LAND COMMUNITY COLLEGE POLICE,LINCOLN LAND COMMUNITY COLLEGE POLICE,SANGAMON,LINCOLN LAND COMMUNITY COLLEGE PD,LINCOLN LAND COMMUNITY COLLEGE POLICE DEPARTMENT,SANGAMON
LINCOLN POLICE DEPT,LINCOLN POLICE DEPARTMENT,LOGAN,LINCOLN PD,LINCOLN POLICE DEPARTMENT,LOGAN
LINCOLNSHIRE POLICE DEPT,LINCOLNSHIRE POLICE DEPARTMENT,LAKE,LINCOLNSHIRE PD,LINCOLNSHIRE POLICE DEPARTMENT,LAKE
LINCOLNWOOD POLICE DEPT,LINCOLNWOOD POLICE DEPARTMENT,COOK,LINCOLNWOOD PD,LINCOLNWOOD POLICE DEPARTMENT,COOK
LINDENHURST POLICE DEPT,LINDENHURST POLICE DEPARTMENT,LAKE,LINDENHURST PD,LINDENHURST POLICE DEPARTMENT,LAKE
LISLE POLICE DEPT,LISLE POLICE DEPARTMENT,DU PAGE,LISLE PD,LISLE POLICE DEPARTMENT,DUPAGE
LITCHFIELD POLICE DEPT,LITCHFIELD POLICE DEPARTMENT,MONTGOMERY,LITCHFIELD PD,LITCHFIELD POLICE DEPARTMENT,MONTGOMERY
LIVERPOOL PD LONDON MILLS,LIVERPOOL POLICE DEPARTMENT LONDON MILLS,FULTON,,,
LIVINGSTON COUNTY SHERIFF'S OFFICE,LIVINGSTON COUNTY SHERIFF'S OFFICE,LIVINGSTON,LIVINGSTON CO SO,LIVINGSTON COUNTY SHERIFFS OFFICE,LIVINGSTON
LIVINGSTON POLICE DEPT,LIVINGSTON POLICE DEPARTMENT,MADISON,,,
LOAMI POLICE DEPT,LOAMI POLICE DEPARTMENT,SANGAMON,LOAMI PD,LOAMI POLICE DEPARTMENT,SANGAMON
LOCKPORT POLICE DEPT,LOCKPORT POLICE DEPARTMENT,WILL,LOCKPORT PD,LOCKPORT POLICE DEPARTMENT,WILL
LOCKPORT TOWNSHIP PARK DISTRICT POLICE,LOCKPORT TOWNSHIP PARK DISTRICT POLICE,WILL,,,
LODA PD,LODA POLICE DEPARTMENT,IROQUOIS,,,
LOGAN COUNTY SHERIFF'S OFFICE,LOGAN COUNTY SHERIFF'S OFFICE,LOGAN,LOGAN CO SO,LOGAN COUNTY SHERIFFS OFFICE,LOGAN
LOMAX PD,LOMAX POLICE DEPARTMENT,HENDERSON,,,
LOMBARD POLICE DEPT,LOMBARD POLICE DEPARTMENT,DU PAGE,LOMBARD PD,LOMBARD POLICE DEPARTMENT,DUPAGE
LONDON MILLS POLICE DEPT,LONDON MILLS POLICE DEPARTMENT,FULTON,LONDON MILLS PD (MCA),LONDON MILLS POLICE DEPARTMENT,FULTON
LONDON MILLS POLICE DEPT,LONDON MILLS POLICE DEPARTMENT,FULTON,LONDON MILLS PD (MCA),LONDON MILLS POLICE DEPARTMENT,KNOX
LOSTANT POLICE DEPT,LOSTANT POLICE DEPARTMENT,LA SALLE,,,
LOUISVILLE PD,LOUISVILLE POLICE DEPARTMENT,CLAY,,,
LOVES PARK POLICE DEPT,LOVES PARK POLICE DEPARTMENT,WINNEBAGO,LOVES PARK PD (MCA),LOVES PARK POLICE DEPARTMENT,BOONE
LOVES PARK POLICE DEPT,LOVES PARK POLICE DEPARTMENT,WINNEBAGO,LOVES PARK PD (MCA),LOVES PARK POLICE DEPARTMENT,WINNEBAGO
LOVINGTON POLICE DEPT,LOVINGTON POLICE DEPARTMENT,MOULTRIE,LOVINGTON PD,LOVINGTON POLICE DEPARTMENT,MOULTRIE
LOYOLA UNIVERSITY,LOYOLA UNIVERSITY,COOK,LOYOLA UNIVERSITY OF CHICAGO PD,LOYOLA UNIVERSITY OF CHICAGO POLICE DEPARTMENT,COOK
LUDLOW POLICE DEPT,LUDLOW POLICE DEPARTMENT,CHAMPAIGN,,,
LYNDON POLICE DEPT,LYNDON POLICE DEPARTMENT,WHITESIDE,,,
LYNWOOD POLICE DEPT,LYNWOOD POLICE DEPARTMENT,COOK,,,
LYONS POLICE DEPT,LYONS POLICE DEPARTMENT,COOK,LYONS PD,LYONS POLICE DEPARTMENT,COOK
MACHESSNEY PARK PD MACHESSNEY PARK,MACHESSNEY PARK POLICE DEPARTMENT MACHESSNEY PARK,WINNEBAGO,MACHESNEY PARK PD,MACHESNEY PARK POLICE DEPARTMENT,WINNEBAGO
MACKINAW POLICE DEPT,MACKINAW POLICE DEPARTMENT,TAZEWELL,,,
MACOMB POLICE DEPT,MACOMB POLICE DEPARTMENT,MCDONOUGH,MACOMB PD,MACOMB POLICE DEPARTMENT,MCDONOUGH
MACON CO CONSERVATION DISTRICT POLICE,MACON COUNTY CONSERVATION DISTRICT POLICE,MACON,,,
MACON COUNTY SHERIFF'S OFFICE,MACON COUNTY SHERIFF'S OFFICE,MACON,MACON CO SO,MACON COUNTY SHERIFFS OFFICE,MACON
MACOUPIN COUNTY SHERIFF'S OFFICE,MACOUPIN COUNTY SHERIFF'S OFFICE,MACOUPIN,MACOUPIN CO SO,MACOUPIN COUNTY SHERIFFS OFFICE,MACOUPIN
MADISON COUNTY SHERIFF'S OFFICE,MADISON COUNTY SHERIFF'S OFFICE,MADISON,MADISON CO SO,MADISON COUNTY SHERIFFS OFFICE,MADISON
MADISON POLICE DEPT,MADISON POLICE DEPARTMENT,MADISON,,,
MAHOMET POLICE DEPT,MAHOMET POLICE DEPARTMENT,CHAMPAIGN,MAHOMET PD,MAHOMET POLICE DEPARTMENT,CHAMPAIGN
MALCOLM X COLLEGE PD CHICAGO,MALCOLM X COLLEGE POLICE DEPARTMENT CHICAGO,COOK,,,
MALTA POLICE DEPT,MALTA POLICE DEPARTMENT,DE KALB,MALTA PD,MALTA POLICE DEPARTMENT,DEKALB
MANHATTAN POLICE DEPT,MANHATTAN POLICE DEPARTMENT,WILL,MANHATTAN PD,MANHATTAN POLICE DEPARTMENT,WILL
MANITO POLICE DEPT,MANITO POLICE DEPARTMENT,MASON,,,
MANLIUS PD,MANLIUS POLICE DEPARTMENT,BUREAU,,,
MANSFIELD POLICE DEPT,MANSFIELD POLICE DEPARTMENT,PIATT,,,
MANTENO POLICE DEPT,MANTENO POLICE DEPARTMENT,KANKAKEE,,,
MAPLE PARK POLICE DEPT,MAPLE PARK POLICE DEPARTMENT,KANE,MAPLE PARK PD (MCA),MAPLE PARK POLICE DEPARTMENT,DEKALB
MAPLE PARK POLICE DEPT,MAPLE PARK POLICE DEPARTMENT,KANE,MAPLE PARK PD (MCA),MAPLE PARK POLICE DEPARTMENT,KANE
MAQUON POLICE DEPT,MAQUON POLICE DEPARTMENT,KNOX,,,
MARENGO POLICE DEPT,MARENGO POLICE DEPARTMENT,MCHENRY,MARENGO PD,MARENGO POLICE DEPARTMENT,MCHENRY
MARIETTA PD LONDON MILLS,MARIETTA POLICE DEPARTMENT LONDON MILLS,KNOX,,,
MARINE POLICE DEPT,MARINE POLICE DEPARTMENT,MADISON,MARINE PD,MARINE POLICE DEPARTMENT,MADISON
MARION COUNTY SHERIFF'S OFFICE,MARION COUNTY SHERIFF'S OFFICE,MARION,MARION CO SO,MARION COUNTY SHERIFFS OFFICE,MARION
MARION POLICE DEPT,MARION POLICE DEPARTMENT,WILLIAMSON,MARION PD (MCA),MARION POLICE DEPARTMENT,JOHNSON
MARION POLICE DEPT,MARION POLICE DEPARTMENT,WILLIAMSON,MARION PD (MCA),MARION POLICE DEPARTMENT,WILLIAMSON
MARISSA POLICE DEPARTMENT,MARISSA POLICE DEPARTMENT,ST CLAIR,MARISSA PD,MARISSA POLICE DEPARTMENT,ST. CLAIR
MARK PD,MARK POLICE DEPARTMENT,PUTNAM,,,
MARKHAM ARSON INVESTIGATION BUREAU,MARKHAM ARSON INVESTIGATION BUREAU,COOK,,,
MARKHAM POLICE DEPT,MARKHAM POLICE DEPARTMENT,COOK,,,
MAROA POLICE DEPT,MAROA POLICE DEPARTMENT,MACON,MAROA PD,MAROA POLICE DEPARTMENT,MACON
MARQUETTE HEIGHTS POLICE DEPT,MARQUETTE HEIGHTS POLICE DEPARTMENT,TAZEWELL,MARQUETTE HEIGHTS PD,MARQUETTE HEIGHTS POLICE DEPARTMENT,TAZEWELL
MARSEILLES POLICE DEPT,MARSEILLES POLICE DEPARTMENT,LA SALLE,MARSEILLES PD,MARSEILLES POLICE DEPARTMENT,LA SALLE
MARSHALL COUNTY SHERIFF'S OFFICE,MARSHALL COUNTY SHERIFF'S OFFICE,MARSHALL,MARSHALL CO SO,MARSHALL COUNTY SHERIFFS OFFICE,MARSHALL
MARSHALL POLICE DEPT,MARSHALL POLICE DEPARTMENT,CLARK,MARSHALL PD,MARSHALL POLICE DEPARTMENT,CLARK
MARTINSVILLE POLICE DEPT,MARTINSVILLE POLICE DEPARTMENT,CLARK,MARTINSVILLE PD,MARTINSVILLE POLICE DEPARTMENT,CLARK
MARYVILLE POLICE DEPT,MARYVILLE POLICE DEPARTMENT,MADISON,MARYVILLE PD,MARYVILLE POLICE DEPARTMENT,MADISON
MASCOUTAH POLICE DEPT,MASCOUTAH POLICE DEPARTMENT,ST CLAIR,MASCOUTAH PD,MASCOUTAH POLICE DEPARTMENT,ST. CLAIR
MASON CITY POLICE DEPT,MASON CITY POLICE DEPARTMENT,MASON,,,
MASON COUNTY SHERIFF'S OFFICE,MASON COUNTY SHERIFF'S OFFICE,MASON,MASON CO SO,MASON COUNTY SHERIFFS OFFICE,MASON
MASON PD,MASON POLICE DEPARTMENT,EFFINGHAM,,,
MASSAC COUNTY SHERIFF'S OFFICE,MASSAC COUNTY SHERIFF'S OFFICE,MASSAC,MASSAC CO SO,MASSAC COUNTY SHERIFFS OFFICE,MASSAC
MATHERVILLE PD,MATHERVILLE POLICE DEPARTMENT,MERCER,,,
"MATTESON POLICE DEOT,","MATTESON POLICE DEOT,",COOK,MATTESON PD,MATTESON POLICE DEPARTMENT,COOK
MATTOON POLICE DEPT,MATTOON POLICE DEPARTMENT,COLES,MATTOON PD,MATTOON POLICE DEPARTMENT,COLES
MAYWOOD PARK DISTRICT POLICE DEPT,MAYWOOD PARK DISTRICT POLICE DEPARTMENT,COOK,,,
MAYWOOD POLICE DEPT,MAYWOOD POLICE DEPARTMENT,COOK,MAYWOOD PD,MAYWOOD POLICE DEPARTMENT,COOK
MAZON POLICE DEPT,MAZON POLICE DEPARTMENT,GRUNDY,,,
MC NABB PD,MC NABB POLICE DEPARTMENT,PUTNAM,,,
MCCLURE POLICE DEPARTMENT,MCCLURE POLICE DEPARTMENT,ALEXANDER,,,
MCCOOK POLICE DEPT,MCCOOK POLICE DEPARTMENT,COOK,MCCOOK PD,MCCOOK POLICE DEPARTMENT,COOK
MCCULLOM LAKE POLICE DEPT,MCCULLOM LAKE POLICE DEPARTMENT,MCHENRY,MCCULLOM LAKE PD,MCCULLOM LAKE POLICE DEPARTMENT,MCHENRY
MCDONOUGH COUNTY SHERIFF'S OFFICE,MCDONOUGH COUNTY SHERIFF'S OFFICE,MCDONOUGH,MCDONOUGH CO SO,MCDONOUGH COUNTY SHERIFFS OFFICE,MCDONOUGH
MCHENRY COUNTY COLLEGE POLICE,MCHENRY COUNTY COLLEGE POLICE,MCHENRY,MCHENRY CO COLLEGE PD,MCHENRY COUNTY COLLEGE POLICE DEPARTMENT,MCHENRY
MCHENRY COUNTY CONSERVATION DISTRICT POLICE,MCHENRY COUNTY CONSERVATION DISTRICT POLICE,MCHENRY,MCHENRY CO CONSERVATION DISTRICT PD,MCHENRY COUNTY CONSERVATION DISTRICT POLICE DEPARTMENT,MCHENRY
MCHENRY COUNTY SHERIFF'S OFFICE,MCHENRY COUNTY SHERIFF'S OFFICE,MCHENRY,MCHENRY CO SO,MCHENRY COUNTY SHERIFFS OFFICE,MCHENRY
MCHENRY POLICE DEPT,MCHENRY POLICE DEPARTMENT,MCHENRY,MCHENRY PD,MCHENRY POLICE DEPARTMENT,MCHENRY
MCHENRY SHORES PD MCHENRY,MCHENRY SHORES POLICE DEPARTMENT MCHENRY,MCHENRY,,,
